s,Pa,m/s,
Time,"pres","error","iter"
 1.3882126E+000,-1.0582194E-001, 4.6572956E-004, 3.1428571E+000
 1.3900023E+000,-1.0600508E-001, 4.5886485E-004, 3.3333333E+000
 1.3920903E+000,-1.0966404E-001, 4.5321756E-004, 3.4285714E+000
 1.3941783E+000,-1.1771176E-001, 4.5431158E-004, 3.2857143E+000
 1.3962663E+000,-1.3005584E-001, 4.6952058E-004, 3.0000000E+000
 1.3980560E+000,-1.4441021E-001, 4.1328648E-004, 3.0000000E+000
 1.4001440E+000,-1.6059146E-001, 4.4287930E-004, 2.8571429E+000
 1.4022319E+000,-1.7847069E-001, 4.6596575E-004, 4.0000000E+000
 1.4040216E+000,-1.9285221E-001, 4.6130185E-004, 4.6666667E+000
 1.4061096E+000,-2.0368674E-001, 4.6811863E-004, 5.0000000E+000
 1.4081976E+000,-2.1196762E-001, 4.5802837E-004, 4.7142857E+000
 1.4102856E+000,-2.1656205E-001, 4.6795631E-004, 4.0000000E+000
 1.4120753E+000,-2.1674365E-001, 4.6360388E-004, 4.0000000E+000
 1.4142456E+000,-2.1183316E-001, 4.7400278E-004, 3.6303316E+000
 1.4161176E+000,-2.0146859E-001, 4.7324381E-004, 3.7142857E+000
 1.4182570E+000,-1.8602327E-001, 4.6522578E-004, 3.6250000E+000
 1.4201290E+000,-1.6608710E-001, 4.7169927E-004, 3.4285714E+000
 1.4220010E+000,-1.4393067E-001, 4.6469258E-004, 4.2857143E+000
 1.4241404E+000,-1.1507496E-001, 4.7470073E-004, 4.6250000E+000
 1.4260124E+000,-8.6010921E-002, 4.7825599E-004, 4.4285714E+000
 1.4281519E+000,-5.8897750E-002, 4.6483676E-004, 4.0000000E+000
 1.4300239E+000,-3.5527210E-002, 4.7042032E-004, 3.2857143E+000
 1.4321633E+000,-1.6246599E-002, 4.5835560E-004, 2.8750000E+000
 1.4340353E+000, 2.0585822E-003, 4.7454784E-004, 2.4285714E+000
 1.4361747E+000, 2.2259250E-002, 4.8830511E-004, 2.8750000E+000
 1.4380467E+000, 4.2025128E-002, 4.8154035E-004, 3.0000000E+000
 1.4401861E+000, 6.1371616E-002, 4.8875040E-004, 3.2500000E+000
 1.4420581E+000, 8.2603608E-002, 4.8494068E-004, 3.4285714E+000
 1.4441975E+000, 9.8182476E-002, 4.8066946E-004, 3.1250000E+000
 1.4460695E+000, 1.0562494E-001, 4.5645568E-004, 3.0000000E+000
 1.4482090E+000, 1.0791891E-001, 4.6326013E-004, 2.8750000E+000
 1.4500810E+000, 1.0588690E-001, 4.6350225E-004, 3.5714286E+000
 1.4522204E+000, 9.7606034E-002, 4.7839459E-004, 4.0000000E+000
 1.4540924E+000, 8.4582249E-002, 4.7979983E-004, 4.1428571E+000
 1.4562318E+000, 6.8658283E-002, 4.7481357E-004, 4.1250000E+000
 1.4581038E+000, 4.8577920E-002, 4.6741110E-004, 4.4285714E+000
 1.4602432E+000, 2.6292834E-002, 4.7956472E-004, 4.1250000E+000
 1.4621152E+000, 2.4289808E-003, 4.7065457E-004, 4.0000000E+000
 1.4642546E+000,-2.2537687E-002, 4.5646120E-004, 3.6250000E+000
 1.4661266E+000,-4.6588111E-002, 4.6520682E-004, 3.0000000E+000
 1.4682661E+000,-7.0508968E-002, 4.3067135E-004, 2.6250000E+000
 1.4701381E+000,-9.6141732E-002, 4.4917795E-004, 2.7142857E+000
 1.4720100E+000,-1.2065299E-001, 4.6013100E-004, 2.8571429E+000
 1.4741495E+000,-1.4152606E-001, 4.4530751E-004, 2.8750000E+000
 1.4760215E+000,-1.5555590E-001, 4.5158631E-004, 3.1428571E+000
 1.4781609E+000,-1.6568677E-001, 4.3869682E-004, 3.5000000E+000
 1.4800329E+000,-1.6907638E-001, 4.5336215E-004, 3.5714286E+000
 1.4821723E+000,-1.5984926E-001, 4.6716786E-004, 3.1250000E+000
 1.4840443E+000,-1.4410036E-001, 4.4409389E-004, 2.5714286E+000
 1.4861837E+000,-1.2713781E-001, 4.2734484E-004, 2.0000000E+000
 1.4880557E+000,-1.0870156E-001, 4.2827897E-004, 2.0000000E+000
 1.4901952E+000,-8.9967586E-002, 4.1002172E-004, 2.0000000E+000
 1.4920671E+000,-7.3281618E-002, 4.3831240E-004, 2.0000000E+000
 1.4942066E+000,-6.1118917E-002, 4.6365306E-004, 2.0000000E+000
 1.4960786E+000,-5.3105879E-002, 4.7689217E-004, 2.0000000E+000
 1.4982180E+000,-4.6860148E-002, 4.4982236E-004, 2.1250000E+000
 1.5000900E+000,-4.1095437E-002, 4.4087605E-004, 2.8571429E+000
 1.5022294E+000,-3.5666316E-002, 4.6417937E-004, 3.1250000E+000
 1.5041014E+000,-2.9787099E-002, 4.4137063E-004, 3.5714286E+000
 1.5062408E+000,-2.2032095E-002, 4.2711318E-004, 3.8750000E+000
 1.5081128E+000,-1.4142132E-002, 4.3031922E-004, 4.0000000E+000
 1.5102523E+000,-8.8278139E-003, 4.7108294E-004, 4.0000000E+000
 1.5121242E+000,-8.1397455E-003, 4.4006600E-004, 4.5714286E+000
 1.5142637E+000,-1.5413513E-002, 4.5009965E-004, 4.5000000E+000
 1.5161357E+000,-2.9929800E-002, 4.3500821E-004, 3.4285714E+000
 1.5180077E+000,-4.8470895E-002, 4.5578200E-004, 2.5714286E+000
 1.5201471E+000,-7.3245405E-002, 4.4757664E-004, 4.2500000E+000
 1.5220191E+000,-9.3547699E-002, 4.6808163E-004, 5.2857143E+000
 1.5242102E+000,-1.0833376E-001, 4.7019647E-004, 5.6707685E+000
 1.5261339E+000,-1.2157518E-001, 4.8180828E-004, 5.0000000E+000
 1.5280577E+000,-1.3871124E-001, 4.4557043E-004, 4.2500000E+000
 1.5302219E+000,-1.6386709E-001, 4.4926430E-004, 3.2222222E+000
 1.5321456E+000,-1.8709101E-001, 4.4949562E-004, 2.5000000E+000
 1.5340693E+000,-2.0123571E-001, 4.7864768E-004, 2.5000000E+000
 1.5362335E+000,-2.0838575E-001, 4.7598572E-004, 2.5555556E+000
 1.5381572E+000,-2.0909469E-001, 4.6256377E-004, 2.3750000E+000
 1.5400809E+000,-2.0188199E-001, 4.4016905E-004, 2.3750000E+000
 1.5420046E+000,-1.8770473E-001, 4.4237518E-004, 2.1250000E+000
 1.5441688E+000,-1.6855637E-001, 4.3828397E-004, 1.8888889E+000
 1.5462128E+000,-1.4823463E-001, 4.4101737E-004, 2.1294118E+000
 1.5480643E+000,-1.3235240E-001, 4.7114614E-004, 2.4285714E+000
 1.5501804E+000,-1.2166318E-001, 4.6862929E-004, 2.7500000E+000
 1.5520320E+000,-1.1404989E-001, 4.6702571E-004, 3.0000000E+000
 1.5541481E+000,-1.0784017E-001, 4.6712567E-004, 3.5000000E+000
 1.5562642E+000,-1.0274819E-001, 4.6258617E-004, 4.1250000E+000
 1.5581158E+000,-9.8870827E-002, 4.5026763E-004, 4.8571429E+000
 1.5602319E+000,-9.2104569E-002, 4.6719322E-004, 5.1250000E+000
 1.5620835E+000,-8.3358782E-002, 4.4447649E-004, 5.7142857E+000
 1.5641995E+000,-7.6311939E-002, 4.2178786E-004, 6.0000000E+000
 1.5660511E+000,-7.4546716E-002, 4.6016919E-004, 5.4285714E+000
 1.5681672E+000,-8.0821795E-002, 4.6457993E-004, 4.2500000E+000
 1.5700188E+000,-9.1024800E-002, 4.5278270E-004, 2.7142857E+000
 1.5721349E+000,-1.0733313E-001, 4.5869820E-004, 3.8750000E+000
 1.5742510E+000,-1.2305366E-001, 4.7161123E-004, 6.0000000E+000
 1.5761026E+000,-1.2204194E-001, 4.8318897E-004, 7.8571429E+000
 1.5782186E+000,-1.1425363E-001, 4.8354290E-004, 7.7500000E+000
 1.5800702E+000,-1.0551346E-001, 4.7015218E-004, 6.1428571E+000
 1.5821863E+000,-1.0438152E-001, 4.6909248E-004, 4.3750000E+000
 1.5840379E+000,-1.0494264E-001, 4.7006702E-004, 3.1428571E+000
 1.5861540E+000,-1.0144728E-001, 4.4246203E-004, 2.5000000E+000
 1.5880056E+000,-9.3125145E-002, 4.5876492E-004, 2.5714286E+000
 1.5901217E+000,-7.4029413E-002, 4.7362826E-004, 3.8750000E+000
 1.5922377E+000,-4.7493189E-002, 4.7408506E-004, 4.1250000E+000
 1.5940893E+000,-2.1005183E-002, 4.7648888E-004, 4.4285714E+000
 1.5962054E+000,-9.1660078E-004, 4.6398464E-004, 4.0000000E+000
 1.5980570E+000, 6.6819679E-003, 4.7193095E-004, 3.1428571E+000
 1.6001731E+000, 5.7321894E-003, 4.5267583E-004, 2.7500000E+000
 1.6020247E+000, 7.2985486E-004, 4.8627238E-004, 3.0000000E+000
 1.6041408E+000,-1.1041941E-002, 4.7459338E-004, 4.5000000E+000
 1.6062569E+000,-2.9485926E-002, 4.7765188E-004, 5.2500000E+000
 1.6081084E+000,-3.8380939E-002, 4.6784966E-004, 5.4285714E+000
 1.6102245E+000,-4.0347599E-002, 4.5625008E-004, 6.0000000E+000
 1.6120761E+000,-4.2596604E-002, 4.6504691E-004, 6.4285714E+000
 1.6141922E+000,-4.9785045E-002, 4.5183748E-004, 7.0000000E+000
 1.6160438E+000,-6.8393558E-002, 4.7430177E-004, 6.8571429E+000
 1.6181599E+000,-9.5426445E-002, 4.7360611E-004, 5.0000000E+000
 1.6200114E+000,-1.1848875E-001, 4.4669595E-004, 2.2857143E+000
 1.6221275E+000,-1.4719264E-001, 4.3977217E-004, 4.3750000E+000
 1.6242436E+000,-1.7371532E-001, 4.5087393E-004, 6.7500000E+000
 1.6260952E+000,-1.8361116E-001, 4.6528894E-004, 7.8571429E+000
 1.6281848E+000,-1.9166618E-001, 4.6640114E-004, 7.5190347E+000
 1.6300887E+000,-1.9124296E-001, 4.6531754E-004, 5.3750000E+000
 1.6322307E+000,-1.9744079E-001, 4.5410153E-004, 3.6666667E+000
 1.6341347E+000,-2.0439564E-001, 4.4975352E-004, 3.0000000E+000
 1.6360386E+000,-2.0492343E-001, 4.6096365E-004, 2.2500000E+000
 1.6381806E+000,-1.9818873E-001, 4.3515122E-004, 1.8888889E+000
 1.6400845E+000,-1.8549643E-001, 4.5316665E-004, 1.6250000E+000
 1.6422265E+000,-1.6386857E-001, 4.8382544E-004, 2.7777778E+000
 1.6441305E+000,-1.3091838E-001, 4.8797902E-004, 3.5000000E+000
 1.6460344E+000,-9.7798333E-002, 4.7441158E-004, 3.8750000E+000
 1.6481764E+000,-6.4219711E-002, 4.5898351E-004, 3.8888889E+000
 1.6500803E+000,-4.1770309E-002, 4.7496614E-004, 3.2500000E+000
 1.6522223E+000,-3.3897757E-002, 4.5273031E-004, 2.6666667E+000
 1.6541262E+000,-3.2134072E-002, 4.4164353E-004, 2.2500000E+000
 1.6561254E+000,-3.1022865E-002, 4.5369380E-004, 2.2619048E+000
 1.6582198E+000,-2.8760706E-002, 4.4367322E-004, 2.8750000E+000
 1.6600523E+000,-2.7107022E-002, 4.3886995E-004, 3.5714286E+000
 1.6621467E+000,-2.6464285E-002, 4.5428024E-004, 4.5000000E+000
 1.6642410E+000,-2.7869857E-002, 4.7154156E-004, 5.6250000E+000
 1.6660736E+000,-3.8514030E-002, 4.6622164E-004, 7.1428571E+000
 1.6681680E+000,-5.9873488E-002, 4.6955347E-004, 7.8750000E+000
 1.6700005E+000,-8.4581234E-002, 4.7926179E-004, 6.7142857E+000
 1.6720949E+000,-1.0543524E-001, 4.5737507E-004, 4.6250000E+000
 1.6741892E+000,-1.2544415E-001, 4.6302835E-004, 4.8750000E+000
 1.6760218E+000,-1.4359593E-001, 4.4883005E-004, 5.1428571E+000
 1.6781162E+000,-1.5541331E-001, 4.6137076E-004, 6.0000000E+000
 1.6802105E+000,-1.6191770E-001, 4.6902333E-004, 6.3750000E+000
 1.6820431E+000,-1.5882296E-001, 4.7187637E-004, 5.8571429E+000
 1.6841374E+000,-1.5334963E-001, 4.4440251E-004, 4.8750000E+000
 1.6862318E+000,-1.4846462E-001, 4.2758692E-004, 3.6250000E+000
 1.6880644E+000,-1.4349929E-001, 4.4421185E-004, 2.7142857E+000
 1.6901587E+000,-1.3770577E-001, 4.6151909E-004, 3.3750000E+000
 1.6922531E+000,-1.3155277E-001, 4.5243847E-004, 4.0000000E+000
 1.6940856E+000,-1.2863226E-001, 4.6497236E-004, 4.1428571E+000
 1.6961800E+000,-1.2255111E-001, 4.7017647E-004, 4.3750000E+000
 1.6980125E+000,-1.1490358E-001, 4.6859583E-004, 4.1428571E+000
 1.7001069E+000,-1.0925612E-001, 4.4722775E-004, 3.7500000E+000
 1.7022013E+000,-1.0594829E-001, 4.5924813E-004, 3.0000000E+000
 1.7040338E+000,-1.0505107E-001, 4.4552379E-004, 2.5714286E+000
 1.7061282E+000,-1.0666007E-001, 4.4049372E-004, 2.6250000E+000
 1.7082225E+000,-1.1051530E-001, 4.3559486E-004, 3.8750000E+000
 1.7100551E+000,-1.1920030E-001, 4.4998936E-004, 5.2857143E+000
 1.7121495E+000,-1.3043946E-001, 4.6382947E-004, 6.2500000E+000
 1.7142438E+000,-1.4401673E-001, 4.3450908E-004, 7.0000000E+000
 1.7160764E+000,-1.5916540E-001, 4.6834929E-004, 6.2857143E+000
 1.7181707E+000,-1.7463482E-001, 4.4720501E-004, 5.3750000E+000
 1.7200033E+000,-1.9352599E-001, 4.6522400E-004, 4.1428571E+000
 1.7220977E+000,-2.2035172E-001, 4.3044305E-004, 5.0000000E+000
 1.7241920E+000,-2.5140439E-001, 4.6267779E-004, 6.1250000E+000
 1.7260246E+000,-2.7493373E-001, 4.8069054E-004, 7.7142857E+000
 1.7281189E+000,-2.9074302E-001, 4.7878575E-004, 8.0000000E+000
 1.7302133E+000,-3.0181930E-001, 4.6804779E-004, 6.7500000E+000
 1.7321493E+000,-3.0614501E-001, 4.4373092E-004, 5.0272595E+000
 1.7340326E+000,-3.0018229E-001, 4.5281887E-004, 4.0000000E+000
 1.7361512E+000,-2.8265068E-001, 4.5671221E-004, 4.3333333E+000
 1.7380345E+000,-2.5954362E-001, 4.6929380E-004, 4.0000000E+000
 1.7401532E+000,-2.3123394E-001, 4.3655132E-004, 3.8888889E+000
 1.7420364E+000,-2.0072938E-001, 4.4390442E-004, 3.2500000E+000
 1.7441551E+000,-1.7349997E-001, 4.3895483E-004, 2.5555556E+000
 1.7460383E+000,-1.5098388E-001, 4.7213419E-004, 2.2500000E+000
 1.7481570E+000,-1.3336652E-001, 4.6995031E-004, 2.2222222E+000
 1.7500403E+000,-1.2149674E-001, 4.7518251E-004, 2.1250000E+000
 1.7521589E+000,-1.1500453E-001, 4.8315903E-004, 2.1111111E+000
 1.7540422E+000,-1.1144254E-001, 4.8304412E-004, 2.0000000E+000
 1.7561608E+000,-1.0938333E-001, 4.8199116E-004, 1.7777778E+000
 1.7580441E+000,-1.0805237E-001, 4.5587838E-004, 2.0000000E+000
 1.7602098E+000,-1.0645335E-001, 4.4608081E-004, 2.4565217E+000
 1.7620225E+000,-1.0233759E-001, 4.4366324E-004, 3.1428571E+000
 1.7640941E+000,-9.5310464E-002, 4.1807816E-004, 4.1250000E+000
 1.7661656E+000,-8.6792334E-002, 4.5694773E-004, 4.8750000E+000
 1.7682372E+000,-7.9784338E-002, 4.4804891E-004, 5.8750000E+000
 1.7700498E+000,-7.6562111E-002, 4.6916809E-004, 6.2857143E+000
 1.7721214E+000,-7.7569487E-002, 4.6884865E-004, 6.0000000E+000
 1.7741930E+000,-7.9276544E-002, 4.7827694E-004, 5.1250000E+000
 1.7760056E+000,-8.1955694E-002, 4.5507209E-004, 5.7142857E+000
 1.7780772E+000,-8.0177770E-002, 4.6534068E-004, 5.7500000E+000
 1.7801488E+000,-7.2260810E-002, 4.7112210E-004, 7.2500000E+000
 1.7822204E+000,-5.7595152E-002, 4.6813802E-004, 7.5000000E+000
 1.7840330E+000,-4.7546987E-002, 4.6997712E-004, 6.0000000E+000
 1.7861046E+000,-4.6079510E-002, 4.6615162E-004, 4.6250000E+000
 1.7881762E+000,-4.8661224E-002, 4.5679821E-004, 4.8750000E+000
 1.7902478E+000,-5.2765895E-002, 4.7382401E-004, 5.0000000E+000
 1.7920604E+000,-5.5972572E-002, 4.6564170E-004, 5.0000000E+000
 1.7941320E+000,-5.7039299E-002, 4.6011193E-004, 4.5000000E+000
 1.7962036E+000,-5.8703876E-002, 4.4558470E-004, 3.7500000E+000
 1.7980162E+000,-6.1430334E-002, 4.4689286E-004, 2.8571429E+000
 1.8000878E+000,-6.6007767E-002, 4.6664170E-004, 2.3750000E+000
 1.8021594E+000,-7.4082163E-002, 4.8052211E-004, 2.3750000E+000
 1.8042309E+000,-8.6545711E-002, 4.7663093E-004, 2.2500000E+000
 1.8060436E+000,-1.0107206E-001, 4.6472058E-004, 2.5714286E+000
 1.8081152E+000,-1.1809570E-001, 4.6119249E-004, 3.3750000E+000
 1.8101867E+000,-1.3856092E-001, 4.5315585E-004, 4.5000000E+000
 1.8122583E+000,-1.5938473E-001, 4.6617768E-004, 5.3750000E+000
 1.8140710E+000,-1.7588231E-001, 4.5182775E-004, 6.0000000E+000
 1.8161425E+000,-1.9352968E-001, 4.6324034E-004, 6.3750000E+000
 1.8182141E+000,-2.2079036E-001, 4.6743897E-004, 6.3750000E+000
 1.8200268E+000,-2.5519639E-001, 4.6868611E-004, 5.5714286E+000
 1.8220983E+000,-2.9611344E-001, 4.7274124E-004, 5.2500000E+000
 1.8241699E+000,-3.4391972E-001, 4.7714867E-004, 5.0000000E+000
 1.8262415E+000,-3.8310475E-001, 4.6017756E-004, 6.8750000E+000
 1.8280541E+000,-3.9998465E-001, 4.8336599E-004, 9.4285714E+000
 1.8301257E+000,-3.9925194E-001, 4.8198677E-004, 8.8750000E+000
 1.8321973E+000,-3.9195566E-001, 4.7018009E-004, 6.3750000E+000
 1.8341133E+000,-3.7761740E-001, 4.5306462E-004, 4.7567655E+000
 1.8362105E+000,-3.5145976E-001, 4.4350173E-004, 4.5555556E+000
 1.8380747E+000,-3.1587099E-001, 4.7257797E-004, 4.1250000E+000
 1.8401719E+000,-2.7093234E-001, 4.3933100E-004, 3.8888889E+000
 1.8420361E+000,-2.2378997E-001, 4.6641009E-004, 3.1250000E+000
 1.8441333E+000,-1.7973402E-001, 4.4170016E-004, 2.5555556E+000
 1.8462305E+000,-1.4008700E-001, 4.6495502E-004, 2.1111111E+000
 1.8480946E+000,-1.1070018E-001, 4.7678889E-004, 2.0000000E+000
 1.8501918E+000,-8.8800431E-002, 4.7424984E-004, 2.0000000E+000
 1.8520560E+000,-7.2110532E-002, 4.8688083E-004, 1.8750000E+000
 1.8541532E+000,-5.8760381E-002, 4.7869682E-004, 1.6666667E+000
 1.8560174E+000,-4.7172104E-002, 4.6984355E-004, 1.8750000E+000
 1.8581146E+000,-3.6142764E-002, 4.7743755E-004, 1.7777778E+000
 1.8602118E+000,-2.2915047E-002, 4.6540708E-004, 2.4444444E+000
 1.8620993E+000,-1.4594046E-003, 4.7942547E-004, 3.5061728E+000
 1.8641499E+000, 2.9565961E-002, 4.8578178E-004, 4.7500000E+000
 1.8662005E+000, 5.6748061E-002, 4.5436607E-004, 4.3750000E+000
 1.8682510E+000, 7.3111312E-002, 4.5617836E-004, 5.3750000E+000
 1.8700453E+000, 6.9424119E-002, 4.7502540E-004, 7.2857143E+000
 1.8720959E+000, 4.9896156E-002, 4.8324583E-004, 8.3750000E+000
 1.8741465E+000, 2.6443729E-002, 4.6827314E-004, 7.2500000E+000
 1.8761971E+000, 5.6022876E-003, 4.7177842E-004, 6.5000000E+000
 1.8782477E+000,-1.0331807E-002, 4.7616089E-004, 5.8750000E+000
 1.8800420E+000,-2.6613299E-002, 4.3967621E-004, 5.7142857E+000
 1.8820926E+000,-4.5201461E-002, 4.2728501E-004, 6.0000000E+000
 1.8841431E+000,-6.4386521E-002, 4.4148256E-004, 5.6250000E+000
 1.8861937E+000,-7.9989502E-002, 4.4960013E-004, 5.0000000E+000
 1.8882443E+000,-8.8422664E-002, 4.5439482E-004, 5.5000000E+000
 1.8900386E+000,-9.0711449E-002, 4.6074092E-004, 5.5714286E+000
 1.8920892E+000,-8.9019172E-002, 4.7361518E-004, 5.2500000E+000
 1.8941398E+000,-8.5286060E-002, 4.5851188E-004, 4.6250000E+000
 1.8961904E+000,-8.4951360E-002, 4.3931584E-004, 3.6250000E+000
 1.8982410E+000,-8.7253088E-002, 4.5409397E-004, 2.7500000E+000
 1.9000352E+000,-9.0024244E-002, 4.7014318E-004, 2.2857143E+000
 1.9020858E+000,-9.3946373E-002, 4.7609486E-004, 2.1250000E+000
 1.9041364E+000,-1.0011450E-001, 4.8808908E-004, 2.0000000E+000
 1.9061870E+000,-1.0743344E-001, 4.6702710E-004, 2.3750000E+000
 1.9082376E+000,-1.1413127E-001, 4.5898982E-004, 2.7500000E+000
 1.9100319E+000,-1.1946734E-001, 4.6481537E-004, 3.0000000E+000
 1.9120825E+000,-1.2543607E-001, 4.3005342E-004, 4.0000000E+000
 1.9141331E+000,-1.3358810E-001, 4.4231362E-004, 5.1250000E+000
 1.9161837E+000,-1.4801596E-001, 4.4860948E-004, 6.3750000E+000
 1.9182343E+000,-1.7542526E-001, 4.5149499E-004, 7.0000000E+000
 1.9200285E+000,-2.0925491E-001, 4.4895193E-004, 6.4285714E+000
 1.9220791E+000,-2.4363546E-001, 4.7093839E-004, 5.0000000E+000
 1.9241297E+000,-2.8546398E-001, 4.6681676E-004, 5.2500000E+000
 1.9261803E+000,-3.2696553E-001, 4.6280406E-004, 5.5000000E+000
 1.9282309E+000,-3.6254564E-001, 4.6051532E-004, 7.0000000E+000
 1.9300252E+000,-3.8448990E-001, 4.6871657E-004, 7.4285714E+000
 1.9320758E+000,-3.9150478E-001, 4.6649827E-004, 6.6250000E+000
 1.9341264E+000,-3.8408236E-001, 4.5881543E-004, 5.3750000E+000
 1.9361998E+000,-3.5857896E-001, 4.3507128E-004, 4.6666667E+000
 1.9380428E+000,-3.2331513E-001, 4.5530668E-004, 4.1250000E+000
 1.9401163E+000,-2.8291404E-001, 4.3675612E-004, 3.6666667E+000
 1.9421897E+000,-2.3939297E-001, 4.4261761E-004, 3.0000000E+000
 1.9440327E+000,-2.0032700E-001, 4.5427925E-004, 2.3750000E+000
 1.9461062E+000,-1.6484975E-001, 4.5832412E-004, 2.0000000E+000
 1.9481796E+000,-1.3187154E-001, 4.8563021E-004, 1.8888889E+000
 1.9500226E+000,-1.0506038E-001, 4.7084279E-004, 1.7500000E+000
 1.9520961E+000,-8.0270102E-002, 4.7772113E-004, 2.0000000E+000
 1.9541695E+000,-5.4167881E-002, 4.8512856E-004, 2.3333333E+000
 1.9560125E+000,-3.0171006E-002, 4.8680901E-004, 2.5000000E+000
 1.9580860E+000,-7.5776481E-003, 4.8494755E-004, 2.6666667E+000
 1.9601594E+000, 1.6603355E-002, 4.8681174E-004, 2.7777778E+000
 1.9620024E+000, 4.0824022E-002, 4.8569325E-004, 3.1250000E+000
 1.9642141E+000, 6.4002505E-002, 4.6523907E-004, 3.8958333E+000
 1.9662414E+000, 8.1143204E-002, 4.6080518E-004, 4.0000000E+000
 1.9680154E+000, 8.4513302E-002, 4.5438627E-004, 5.5714286E+000
 1.9700427E+000, 7.1541537E-002, 4.7458561E-004, 7.6250000E+000
 1.9720701E+000, 4.6083151E-002, 4.8291867E-004, 8.6250000E+000
 1.9740974E+000, 1.9246544E-002, 4.6705281E-004, 7.3750000E+000
 1.9761248E+000,-2.9512720E-003, 4.6366837E-004, 6.6250000E+000
 1.9781521E+000,-2.2739831E-002, 4.7521724E-004, 6.0000000E+000
 1.9801795E+000,-4.5785128E-002, 4.6142453E-004, 5.1250000E+000
 1.9822068E+000,-7.0678906E-002, 4.3922705E-004, 5.6250000E+000
 1.9842342E+000,-9.1301440E-002, 4.2650457E-004, 6.0000000E+000
 1.9860081E+000,-1.0145525E-001, 4.4111292E-004, 5.8571429E+000
 1.9880354E+000,-1.0051204E-001, 4.6945967E-004, 6.0000000E+000
 1.9900628E+000,-9.2226111E-002, 4.7068178E-004, 6.0000000E+000
 1.9920901E+000,-8.5728970E-002, 4.6534408E-004, 5.2500000E+000
 1.9941175E+000,-8.3388220E-002, 4.4763586E-004, 4.3750000E+000
 1.9961448E+000,-8.5933383E-002, 4.6102549E-004, 3.2500000E+000
 1.9981722E+000,-9.0473733E-002, 4.7719138E-004, 2.7500000E+000
 2.0000000E+000,-9.4860454E-002, 4.6849874E-004, 2.3864607E+000
