s,m3/s,m3/s,m3/s,m3/s,m/s,
Time,flow_in,flow_out,in_net,out_net,error,iter
 5.85461732462583E+000, 9.99981409990868E-001, 9.99981409990907E-001, 9.99981409990868E-001, 9.99981409990907E-001, 4.44089209850063E-016, 1.00000000000000E+000
 5.91622257400379E+000, 9.99983564972642E-001, 9.99983564972666E-001, 9.99983564972642E-001, 9.99983564972666E-001, 2.22044604925031E-016, 1.00000000000000E+000
 5.97782782338174E+000, 9.99985470147508E-001, 9.99985470147507E-001, 9.99985470147508E-001, 9.99985470147507E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.03943307275969E+000, 9.99987154472851E-001, 9.99987154472866E-001, 9.99987154472851E-001, 9.99987154472866E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.10103832213764E+000, 9.99988643549429E-001, 9.99988643549446E-001, 9.99988643549429E-001, 9.99988643549446E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.16264357151559E+000, 9.99989960010442E-001, 9.99989960010459E-001, 9.99989960010442E-001, 9.99989960010459E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.22424882089355E+000, 9.99991123865507E-001, 9.99991123865519E-001, 9.99991123865507E-001, 9.99991123865519E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.28585407027150E+000, 9.99992152804764E-001, 9.99992152804767E-001, 9.99992152804764E-001, 9.99992152804767E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.34745931964945E+000, 9.99993062467739E-001, 9.99993062467730E-001, 9.99993062467739E-001, 9.99993062467730E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.40906456902740E+000, 9.99993866681040E-001, 9.99993866681070E-001, 9.99993866681040E-001, 9.99993866681070E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.47066981840536E+000, 9.99994577668498E-001, 9.99994577668463E-001, 9.99994577668498E-001, 9.99994577668463E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.53227506778331E+000, 9.99995206236967E-001, 9.99995206236958E-001, 9.99995206236967E-001, 9.99995206236958E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.59388031716126E+000, 9.99995761940565E-001, 9.99995761940557E-001, 9.99995761940565E-001, 9.99995761940557E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.65548556653921E+000, 9.99996253225896E-001, 9.99996253225884E-001, 9.99996253225896E-001, 9.99996253225884E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.71709081591716E+000, 9.99996687560426E-001, 9.99996687560412E-001, 9.99996687560426E-001, 9.99996687560412E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.77869606529512E+000, 9.99997071545989E-001, 9.99997071545975E-001, 9.99997071545989E-001, 9.99997071545975E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.84030131467307E+000, 9.99997411019126E-001, 9.99997411019115E-001, 9.99997411019126E-001, 9.99997411019115E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.90190656405102E+000, 9.99997711139799E-001, 9.99997711139792E-001, 9.99997711139799E-001, 9.99997711139792E-001, 4.44089209850063E-016, 1.00000000000000E+000
 6.96351181342897E+000, 9.99997976469823E-001, 9.99997976469819E-001, 9.99997976469823E-001, 9.99997976469819E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.02511706280692E+000, 9.99998211042198E-001, 9.99998211042195E-001, 9.99998211042198E-001, 9.99998211042195E-001, 8.88178419700125E-016, 1.00000000000000E+000
 7.08672231218488E+000, 9.99998418422413E-001, 9.99998418422411E-001, 9.99998418422413E-001, 9.99998418422411E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.14832756156283E+000, 9.99998601762640E-001, 9.99998601762638E-001, 9.99998601762640E-001, 9.99998601762638E-001, 2.22044604925031E-016, 1.00000000000000E+000
 7.20993281094078E+000, 9.99998763849646E-001, 9.99998763849667E-001, 9.99998763849646E-001, 9.99998763849667E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.27153806031873E+000, 9.99998907147151E-001, 9.99998907147156E-001, 9.99998907147151E-001, 9.99998907147156E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.33314330969669E+000, 9.99999033833274E-001, 9.99999033833283E-001, 9.99999033833274E-001, 9.99999033833283E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.39474855907464E+000, 9.99999145833644E-001, 9.99999145833661E-001, 9.99999145833644E-001, 9.99999145833661E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.45635380845259E+000, 9.99999244850667E-001, 9.99999244850684E-001, 9.99999244850667E-001, 9.99999244850684E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.51795905783054E+000, 9.99999332389402E-001, 9.99999332389407E-001, 9.99999332389402E-001, 9.99999332389407E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.57956430720849E+000, 9.99999409780438E-001, 9.99999409780434E-001, 9.99999409780438E-001, 9.99999409780434E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.64116955658645E+000, 9.99999478200120E-001, 9.99999478200105E-001, 9.99999478200120E-001, 9.99999478200105E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.70277480596440E+000, 9.99999538688429E-001, 9.99999538688369E-001, 9.99999538688429E-001, 9.99999538688369E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.76438005534235E+000, 9.99999592164788E-001, 9.99999592164788E-001, 9.99999592164788E-001, 9.99999592164788E-001, 4.44089209850063E-016, 1.00000000000000E+000
 7.82598530472030E+000, 9.99999639442038E-001, 9.99999639442089E-001, 9.99999639442038E-001, 9.99999639442089E-001, 2.22044604925031E-016, 1.00000000000000E+000
