Time1,OH1,TMP1
0.02203994644979992,1.7995071634561392e-08,1205.0960165093468
0.02226039901722242,1.835221129112399e-08,1205.2160935229838
0.022422607104148045,1.862055465927949e-08,1205.3060273927606
0.02258481519107367,1.8893745017253815e-08,1205.3973305869538
0.022747023277999292,1.917190399530211e-08,1205.4900291665547
0.022909231364924915,1.9455158047840764e-08,1205.5841498767977
0.02307143945185054,1.974363710796944e-08,1205.679720170609
0.023233647538776162,2.0037475651696315e-08,1205.7767682339088
0.023395855625701786,2.0336812768880647e-08,1205.875323010908
0.02355806371262741,2.0641793068677326e-08,1205.9754142314048
0.023720271799553033,2.095256445376369e-08,1206.0770724374447
0.023882479886478656,2.1269281820995588e-08,1206.180329012007
0.02404468797340428,2.159210367526202e-08,1206.2852162111205
0.024206896060329903,2.1921196378763257e-08,1206.3917671946162
0.024369104147255526,2.225673048013623e-08,1206.500016059197
0.02453131223418115,2.2598883191354257e-08,1206.6099978724349
0.024693520321106773,2.2947837606503313e-08,1206.7217487106357
0.024855728408032397,2.3303784642097507e-08,1206.8353056959131
0.02501793649495802,2.366692210569045e-08,1206.950707034981
0.025180144581883643,2.403745450615429e-08,1207.0679920610655
0.025342352668809267,2.441559365449244e-08,1207.1872012786816
0.025460694979898085,2.4696399350178045e-08,1207.2754107794458
0.025579037290986904,2.4981459627794438e-08,1207.3646832805125
0.025697379602075722,2.52708656956421e-08,1207.4550357736084
0.02581572191316454,2.556471117708842e-08,1207.5464856295816
0.02593406422425336,2.5863092269056562e-08,1207.6390506091466
0.026052406535342177,2.6166107882692202e-08,1207.7327488744202
0.026170748846430995,2.647385982734435e-08,1207.8275990009936
0.026289091157519814,2.6786452840138388e-08,1207.9236199902637
0.026407433468608632,2.7103994727064836e-08,1208.0208312820444
0.02652577577969745,2.7426596461019322e-08,1208.1192527677315
0.02664411809078627,2.775437231101976e-08,1208.2189048040832
0.026762460401875087,2.8087439946771308e-08,1208.3198082275417
0.026948993995844956,2.8623466832799608e-08,1208.481446841069
0.027135527589814825,2.917343665885505e-08,1208.6463337721614
0.027322061183784694,2.973786683565576e-08,1208.8145584531765
0.027508594777754563,3.031730026244817e-08,1208.9862137874445
0.027695128371724432,3.091230691915977e-08,1209.1613963275279
0.0278816619656943,3.152348553541109e-08,1209.3402064637805
0.02806819555966417,3.215146543751498e-08,1209.522748624396
0.02825472915363404,3.279690848914792e-08,1209.7091314889408
0.028441262747603908,3.3460511234555166e-08,1209.8994682164566
0.028627796341573777,3.4143007136160615e-08,1210.093876688914
0.028814329935543646,3.484516908575185e-08,1210.2924797708708
0.029000863529513515,3.556781199812063e-08,1210.495405586923
0.029187397123483384,3.631179577572607e-08,1210.7027878184201
0.029373930717453253,3.7078028299810904e-08,1210.9147660213328
0.02956046431142312,3.786746897596636e-08,1211.1314859666413
0.02974699790539299,3.868113215097194e-08,1211.3531000056312
0.02993353149936286,3.952009144604483e-08,1211.579767461577
0.03012006509333273,4.038548355089784e-08,1211.811655051245
0.030306598687302597,4.127851373509198e-08,1212.0489373372761
0.030493132281272466,4.2200459849175284e-08,1212.291797216638
0.030679665875242335,4.3152679113353916e-08,1212.540426445767
0.030866199469212204,4.41366135034762e-08,1212.7950262073732
0.031052733063182073,4.5153796751522005e-08,1213.0558077233002
0.031239266657151942,4.620586102793695e-08,1213.3229929172205
0.031425800251121815,4.729454616063628e-08,1213.5968151307802
0.031612333845091684,4.842170729072848e-08,1213.8775199022086
0.03179886743906155,4.958932649242649e-08,1214.1653658082844
0.03193272346669921,5.045331523544962e-08,1214.3764757306694
0.03206657949433687,5.134005342421643e-08,1214.591508384852
0.032200435521974526,5.225041172139334e-08,1214.8105733473164
0.03233429154961218,5.318530562300615e-08,1215.0337845760137
0.03246814757724984,5.414569458858508e-08,1215.2612606437156
0.0326020036048875,5.513259225256899e-08,1215.4931249869867
0.032735859632525156,5.614706550864766e-08,1215.7295061687023
0.0328350243223404,5.6917058321828174e-08,1215.90761597211
0.03293418901215565,5.7703277956877155e-08,1216.0883346388791
