s,m/s,,s
Time,error,iter,cputime
 8.3482745E+000, 1.1847420E-003, 1.3933333E+003, 3.1384942E+003
 8.3711392E+000, 1.8751523E-003, 1.2140000E+003, 3.1523016E+003
 8.4054362E+000, 1.5795605E-003, 2.0000000E+003, 3.1650961E+003
 8.4397332E+000, 1.6390596E-003, 1.1590000E+003, 3.1797016E+003
 8.4625979E+000, 2.0662106E-003, 2.0000000E+003, 3.1941402E+003
 8.4968949E+000, 1.7965765E-003, 2.0000000E+003, 3.2118628E+003
 8.5311919E+000, 9.9979258E-004, 6.9033333E+002, 3.2232141E+003
 8.5540566E+000, 9.9429488E-004, 8.7100000E+002, 3.2309177E+003
 8.5883536E+000, 1.1701498E-003, 1.7536667E+003, 3.2400797E+003
 8.6112183E+000, 1.2511803E-003, 1.0730000E+003, 3.2545706E+003
 8.6455153E+000, 2.1550872E-003, 1.5200000E+003, 3.2685767E+003
 8.6798123E+000, 9.9916981E-004, 3.0466667E+002, 3.2788168E+003
 8.7026770E+000, 1.6766196E-003, 2.0000000E+003, 3.2859556E+003
 8.7369740E+000, 1.8460396E-003, 1.4620000E+003, 3.2986905E+003
 8.7712710E+000, 1.8946088E-003, 2.0000000E+003, 3.3185455E+003
 8.7941357E+000, 1.0212571E-003, 1.6900000E+003, 3.3353089E+003
 8.8284327E+000, 1.2365474E-003, 9.7300000E+002, 3.3448564E+003
 8.8512974E+000, 9.9606882E-004, 7.6000000E+001, 3.3466387E+003
 8.8855944E+000, 1.0800452E-003, 1.6616667E+003, 3.3533255E+003
 8.9198914E+000, 9.9936573E-004, 7.6800000E+002, 3.3644058E+003
 8.9427561E+000, 9.9977651E-004, 5.2550000E+002, 3.3689005E+003
 8.9770531E+000, 1.3165100E-003, 8.9866667E+002, 3.3784383E+003
 9.0113501E+000, 1.3011169E-003, 1.8373333E+003, 3.3875151E+003
 9.0342148E+000, 1.5298497E-003, 1.0980000E+003, 3.4003132E+003
 9.0685118E+000, 1.6477540E-003, 9.4500000E+002, 3.4077573E+003
 9.0913765E+000, 1.5294831E-003, 1.5550000E+003, 3.4207820E+003
 9.1256735E+000, 1.2420520E-003, 9.4233333E+002, 3.4323256E+003
 9.1599705E+000, 1.0716814E-003, 1.1573333E+003, 3.4443487E+003
 9.1828352E+000, 1.8525590E-003, 2.0000000E+003, 3.4545737E+003
 9.2171322E+000, 1.0164974E-003, 8.5866667E+002, 3.4597383E+003
 9.2514293E+000, 1.2320122E-003, 1.3803333E+003, 3.4693676E+003
 9.2742939E+000, 1.2420611E-003, 2.0000000E+003, 3.4810729E+003
 9.3085909E+000, 1.2604118E-003, 8.4766667E+002, 3.4875530E+003
 9.3314556E+000, 1.3002144E-003, 1.1145000E+003, 3.4956529E+003
 9.3657526E+000, 1.2214416E-003, 1.9576667E+003, 3.5101908E+003
 9.4000496E+000, 1.1685926E-003, 1.3366667E+003, 3.5206841E+003
 9.4229143E+000, 1.2488831E-003, 1.1320000E+003, 3.5298577E+003
 9.4572113E+000, 1.6636320E-003, 1.4080000E+003, 3.5402472E+003
 9.4800760E+000, 1.3096579E-003, 1.9055000E+003, 3.5527432E+003
 9.5143730E+000, 1.1225091E-003, 1.6620000E+003, 3.5663019E+003
 9.5486700E+000, 1.2331411E-003, 8.3833333E+002, 3.5781323E+003
 9.5715347E+000, 9.9889322E-004, 3.3350000E+002, 3.5829042E+003
 9.6058317E+000, 1.1897016E-003, 2.0000000E+003, 3.5919249E+003
 9.6401288E+000, 1.1585162E-003, 1.3826667E+003, 3.6050105E+003
 9.6629934E+000, 1.1858116E-003, 1.1230000E+003, 3.6146580E+003
 9.6972904E+000, 1.2234313E-003, 1.4416667E+003, 3.6224147E+003
 9.7201551E+000, 1.0684301E-003, 1.0200000E+003, 3.6301639E+003
 9.7544521E+000, 1.3302680E-003, 1.1693333E+003, 3.6361139E+003
 9.7887491E+000, 9.9845751E-004, 2.5733333E+002, 3.6452608E+003
 9.8116138E+000, 1.5898210E-003, 2.0000000E+003, 3.6557064E+003
 9.8459108E+000, 1.8557506E-003, 1.6783333E+003, 3.6683512E+003
 9.8802079E+000, 1.0087463E-003, 9.5666667E+002, 3.6815410E+003
 9.9030725E+000, 9.9933145E-004, 1.0025000E+003, 3.6901039E+003
 9.9373695E+000, 1.3990960E-003, 1.5606667E+003, 3.6968383E+003
 9.9602342E+000, 1.8128543E-003, 1.6380000E+003, 3.7074789E+003
 9.9945312E+000, 9.9960463E-004, 3.4133333E+002, 3.7151377E+003
 1.0028828E+001, 1.1456840E-003, 8.5766667E+002, 3.7224049E+003
 1.0051693E+001, 9.7321869E-004, 1.5350000E+002, 3.7271407E+003
 1.0085990E+001, 1.1886353E-003, 7.9300000E+002, 3.7363171E+003
 1.0120287E+001, 1.3962385E-003, 1.1200000E+003, 3.7513895E+003
 1.0143152E+001, 9.9974368E-004, 8.0750000E+002, 3.7564940E+003
 1.0177449E+001, 1.5171105E-003, 1.3570000E+003, 3.7627274E+003
 1.0200313E+001, 1.2264742E-003, 1.1190000E+003, 3.7747607E+003
 1.0234610E+001, 1.0814446E-003, 9.4500000E+002, 3.7822969E+003
 1.0268907E+001, 1.2223867E-003, 1.3426667E+003, 3.7913425E+003
 1.0291772E+001, 9.9932236E-004, 4.9000000E+002, 3.7964221E+003
 1.0326069E+001, 1.0269095E-003, 8.3166667E+002, 3.8018280E+003
 1.0360366E+001, 9.9605571E-004, 8.0666667E+002, 3.8081398E+003
